created_at,user_name,description,user_location,text,language,hashtags,media_url,place
2018-03-20 19:49:16+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Eighteen year ago (20-03-2000): DART 2 aground at the Flushing harbour entrance. https://t.co/lQJNpUX2LJ,en,,['https://pbs.twimg.com/media/DYwaGENW4AADWDR.jpg'],
2018-03-15 19:06:29+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",15-03-1990; AVELONA STAR hard aground at Terneuzen https://t.co/Ie9F3Wdlct,en,,['https://pbs.twimg.com/media/DYWgWtVXUAEY2u8.jpg'],
2018-03-13 19:09:46+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Muller's latest; EN AVANT 30 seen at Flushing roads on their way to the Heerema premises. https://t.co/6BnxjvhcS6,en,,['https://pbs.twimg.com/media/DYMN7HuX0AAQ2gI.jpg'],
2018-03-11 16:49:01+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Something different for a change 😊, Flushing boulevard from the air https://t.co/kT67EGiCOz",en,,['https://pbs.twimg.com/media/DYBagmTWkAMlNJZ.jpg'],
2018-03-04 14:26:50+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",And another casualty (04-03-1998); bulkcarrier TAL aground at Flushing roads. https://t.co/YMerMSm7SY,en,,['https://pbs.twimg.com/media/DXc2208WkAAFVuH.jpg'],
2018-03-04 14:19:08+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",One from the old shoebox; coaster RIET aground at Westkapelle (04-03-1977). https://t.co/Vm1HlQqVOZ,en,,['https://pbs.twimg.com/media/DXc1GD3X4AEMlGe.jpg'],
2018-02-18 09:56:16+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",CONNECTOR (ex LEWEK CONNECTOR) seen arriving at Flushing East. https://t.co/pn1koSwLgK,en,,['https://pbs.twimg.com/media/DWTyrMRWkAAp_2r.jpg'],
2018-02-12 18:22:34+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",12-02-2007: MATADOR 3 installing Huisman's flexlay tower aboard PERTINACIA. https://t.co/MTwW2BbDOx,en,,['https://pbs.twimg.com/media/DV2rf0AWAAA1NHN.jpg'],
2018-02-04 09:53:04+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",First Damen CRT tug MULTRATUG 32 on it's maiden-trip to her homeport Terneuzen @multraship @damen https://t.co/fSwclRvoFK,en,,['https://pbs.twimg.com/media/DVLrr1MXUAAJfkT.jpg'],
2018-01-29 19:08:43+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",29-01-2007; SMITWIJS LONDON / SINGAPORE departing Rotterdam towing SSP PIRANEMA. https://t.co/G7sdxhunG6,in,,['https://pbs.twimg.com/media/DUuxUjRWsAIj5RB.jpg'],
2018-01-25 18:28:25+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Exactly 31 years ago today, the burning OLYMPIC DREAM after a collision with the AUGUST THYSSEN. https://t.co/Qgm0Idn5vx",en,,['https://pbs.twimg.com/media/DUaBp7uW4AEW5gz.jpg'],
2018-01-19 11:43:19+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",VAGANT in tow of MULTRATUG 7 after float-off from KANG SHENG KOU. #oudkerkagencies @multraship https://t.co/JdelW29p6Q,en,['oudkerkagencies'],['https://pbs.twimg.com/media/DT5renUXkAAjS-L.jpg'],
2018-01-16 20:08:02+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",RT @minlnv: Reactie minister Schouten op verbod @Europarl_NL op #pulsvisserij: https://t.co/2f3OF3LwPZ,nl,['pulsvisserij'],['https://pbs.twimg.com/media/DTqofgeX0AABaQr.png'],
2018-01-14 08:59:32+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Back in time: 14-01-1980, TAKLIFT 1 with the SOPHIA WESTON wreck at Hansweert. https://t.co/8HtrjRvoEt",en,,['https://pbs.twimg.com/media/DTfWCqPWkAEELcN.jpg'],
2018-01-03 12:18:40+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",On the slipway https://t.co/hblm35qi6I,en,,['https://pbs.twimg.com/media/DSnaIorX4AEmcIs.jpg'],
2017-12-30 10:51:42+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Yokohama fun; moving fenders for an STS operation https://t.co/659Lw7YUon,en,,['https://pbs.twimg.com/media/DSSf3qCX4AA48dd.jpg'],
2017-12-29 18:00:57+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Taxi service, delivering the pilot to the SCALI DEL TEATRO at the Vopak terminal. https://t.co/F5AFfrThmL",en,,['https://pbs.twimg.com/media/DSO4htLW4AA2_T5.jpg'],
2017-12-17 10:06:19+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Another flashback; 17/12/1974 bulkcarrier ARENAL aground near Dishoek. https://t.co/WaBafCOJd2,en,,['https://pbs.twimg.com/media/DRPYz-TWkAUQtQe.jpg'],
2017-12-16 14:53:59+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Royal Moroccan Navy's HASSAN II (Floreal-class) outbound at Flushing roads https://t.co/VtW0tbOiPn,en,,['https://pbs.twimg.com/media/DRLREC5WkAUhkgB.jpg'],
2017-12-10 14:35:22+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",OLYMPIC ELENA inbound at Flushing roads for Everingen anchorage #offshore #vessel #psv #supplyvessel https://t.co/YtXKW2yb4j,en,"['offshore', 'vessel', 'psv', 'supplyvessel']",['https://pbs.twimg.com/media/DQsTQ03W4AAvpaq.jpg'],
2017-12-06 08:29:36+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Multraship's first Caroussel Rave tug, MULTRATUG 32 seen on yard trials. @Multraship https://t.co/msJ7FvluaQ",en,,['https://pbs.twimg.com/media/DQWZL-nW0AAr31S.jpg'],
2017-12-03 13:58:46+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Exacty 13 years ago; MULTRATUG 7 at Flushing roads towing fore-/aft part of JOHAN DE WITT. @multraship https://t.co/TXRmK11Ifd,en,,['https://pbs.twimg.com/media/DQIHwkSW4AAqYNg.jpg'],
2017-11-28 20:48:57+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",ROLLDOCK STORM arriving at Flushing East from Antwerp https://t.co/2aSDwIF6Wc,en,,['https://pbs.twimg.com/media/DPv1sdJW4AELile.jpg'],
2017-11-26 13:45:42+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Exactly 55 years ago; ARES aground at Dishoek (near Flushing) https://t.co/dePKAptQ2O,en,,['https://pbs.twimg.com/media/DPkBpD3WAAAc2-D.jpg'],
2017-11-13 16:55:32+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",FJORD departing Flushing East for Tuzla loaded with GSP SATURN https://t.co/Wguf7jblX6,en,,['https://pbs.twimg.com/media/DOhwa_9X4AYCeVe.jpg'],
2017-11-01 16:59:08+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",ISA &amp; DUTCH POWER seen departing Flushing East towing Damen's DOCK 3 to Rotterdam. https://t.co/XU7rYjvxwm,en,,['https://pbs.twimg.com/media/DNj-CFqXUAELs4v.jpg'],
2017-10-29 11:16:44+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",DP GEZINA outbound at Flushing roads https://t.co/uRkiWwWJXd,en,,['https://pbs.twimg.com/media/DNTTBtJXkAA0xfv.jpg'],
2017-10-08 16:33:46+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Back in the eighties they already tried the usage of an additional sail, CAVIMA passing Flushing 08-10-1984. https://t.co/TWWzUdExlf",en,,['https://pbs.twimg.com/media/DLoSDyTXUAA9T40.jpg'],
2017-10-02 20:01:16+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Flashback 02-10-1986; Smit International's tug EBRO on her way to Flushing East https://t.co/GS4SVXVis5,en,,['https://pbs.twimg.com/media/DLKIKCxWkAQYnR5.jpg'],
2017-08-26 08:51:38+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Like going back in time; historical minesweeper MERCUUR arriving at Flushing
@Ex_HrMsMercuur https://t.co/F9W1B7WKSC",en,,['https://pbs.twimg.com/media/DIJLrNTW0AUAxha.jpg'],
2017-08-09 18:09:53+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",ZEUS OF FINLAND arriving at Flushing East. https://t.co/uVQOqyJjLs,en,,['https://pbs.twimg.com/media/DGzo0FIWsAAEDow.jpg'],
2017-08-07 22:52:47+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Faasse's latest dredger; SCALD (former FUTURA CARRIER) seen at Flushing roads. https://t.co/rydsNxBqLD,en,,['https://pbs.twimg.com/media/DGqWYjKXYAAzD7q.jpg'],
2017-08-02 12:01:52+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",CARL in Multraship colors acting as sterntug for the BARNEY / BODO INSTALLER transport. https://t.co/39RgSyPJEK,en,,['https://pbs.twimg.com/media/DGORc0mWsAE_Fj8.jpg'],
2017-08-02 12:00:37+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",BARNEY arriving at Flushing roads towing BODO INSTALLER. https://t.co/ps29l8cHuS,en,,['https://pbs.twimg.com/media/DGORKlUXcAAS4Ws.jpg'],
2017-07-31 14:26:17+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",PACIFIC DISPATCH arriving at Flushing East towing HMC's H-851 #oudkerkagencies @hmcheerema @Zeelandseaports https://t.co/dHIzD9lQWi,en,['oudkerkagencies'],['https://pbs.twimg.com/media/DGEfT62WAAIEiBK.jpg'],
2017-07-27 21:36:56+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",CENTAURUS inbound at Flushing roads towing AMT COMMANDER #oudkerkagencies https://t.co/1MAMd6JTNp,en,['oudkerkagencies'],['https://pbs.twimg.com/media/DFxbiHhXYAEbkbX.jpg'],
2017-07-25 13:55:06+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","Exactly 16 years ago, the 1st yacht-hull (435/SOLEMAR, now CALYPSO) arrived at the Amels Flushing yard. @AmelsNews https://t.co/5r4AykDe7c",en,,['https://pbs.twimg.com/media/DFld6RQXsAAknkn.jpg'],
2017-07-24 17:46:44+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",YACHT EXPRESS seen on her way to Flushing East #spliethoffgroup #yachtexpress https://t.co/WUZ8lEn2ql,en,"['spliethoffgroup', 'yachtexpress']",['https://pbs.twimg.com/media/DFhKEyTXsAQPYx9.jpg'],
